estimacion,delta,minimo,maximo,muestra
0.4029543065738946,0.0224750967624306,0.380479209811464,0.4254294033363253,92
0.3993503957494305,0.018058813551858,0.3812915821975725,0.4174092093012886,127
0.4016678663405842,0.015067228432128,0.3866006379084562,0.4167350947727123,214
0.4057416788618458,0.013882228132446241,0.3918594507293996,0.41962390699429203,256
